features,n_features,roc_auc_4class_micro,roc_auc_binary_detected,roc_auc_4class_Down,roc_auc_4class_Not Recovered,roc_auc_4class_Not Sig,roc_auc_4class_Up
"('seq_kl_vs_human', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_B_side1_normalized')",3,0.9183215234789857,0.8720355175901989,0.7143013100436681,0.8744426960398637,0.8392206572769951,0.6770525451559934
"('esm2_pll', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9183212074532475,0.8778471397071429,0.7845068906115418,0.8737918314505116,0.8310753451949897,0.7063520362682424
"('esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized', 'seq_kl_vs_human')",3,0.9182920064015835,0.878274811608145,0.8300764655904842,0.8801988135321468,0.8378941616397552,0.6406749802976218
"('aa_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'seq_kl_vs_human')",3,0.9182892582416301,0.8687853583604961,0.7518558951965066,0.8733187216664793,0.8332347417840374,0.6588669950738916
"('aa_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_B_side1_normalized')",3,0.9182877032904322,0.8704760031471283,0.727292576419214,0.8735388333146004,0.8342582159624414,0.6639778325123152
"('esm2_binder_LL_car_target', 'max_pident_cross_team_hamming', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9182737240256631,0.8873635670754138,0.8406357388316151,0.8707576680526987,0.8311298422219923,0.6614130227714347
"('esm2_pll', 'max_pident_cross_team_hamming')",2,0.9182641812883438,0.8755623341077435,0.8544896640826873,0.8775870324720236,0.8262908358021055,0.7325344471894659
"('esm2_pll', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_B_side1_normalized')",3,0.9182552956903607,0.8516082008840402,0.7448577680525164,0.8657387378914699,0.8278915094339623,0.6884669190256749
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9182442192440309,0.8847703313253013,0.7985510930350788,0.867542226839979,0.8244097188961026,0.7237025147137507
"('esm2_pll', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_side1_normalized')",3,0.9182404596365636,0.8524170036678266,0.7655361050328228,0.8616147841625129,0.8229339622641509,0.6813487491770902
"('aa_sequence_entropy', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9182373360145551,0.8924545125493276,0.8147014604810996,0.8718523684667425,0.8355167143563048,0.6892518320019304
"('esm2_pll', 'esmfold_plddt_binder_middle', 'esm2_full_LL_car_target')",3,0.9182336229636907,0.874232240291793,0.786983204134367,0.8736529105408457,0.8293630856476268,0.7104143850444438
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9182277225605627,0.8758535986244166,0.8385257065032345,0.8737451895521167,0.8243443576260914,0.6907805227354099
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9182277225605627,0.8758535986244166,0.8385257065032345,0.8737451895521167,0.8243443576260914,0.6907805227354099
"('esmfold_plddt_binder_middle_glycine_linker', 'seq_kl_vs_human', 'boltz_rosetta_A_B_side1_normalized')",3,0.9182239502913202,0.8727520512532314,0.7368995633187774,0.8743771308680829,0.8376150234741784,0.6748973727422004
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle_glycine_linker', 'seq_kl_vs_human')",3,0.9182117207698937,0.8884464965172635,0.8468105670103093,0.8708488930872023,0.8332873674170602,0.6882866178132817
"('boltz_rosetta_complex_normalized', 'esm2_binder_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.918209946970181,0.8789093727057672,0.8334182806659871,0.8783628354678196,0.8310676365534226,0.6850125044658807
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_binder_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.918209946970181,0.8789093727057672,0.8334182806659871,0.8783628354678196,0.8310676365534226,0.6850125044658807
"('esm2_binder_LL_car', 'boltz_sap_score', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9181963444227891,0.875985190763052,0.8019827147941029,0.8671655518132195,0.8254881542069792,0.739218833600856
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9181839171616556,0.8767109878456645,0.8291709140332993,0.8726853740109307,0.8281481904326977,0.6824580207216864
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.9181839171616556,0.8767109878456645,0.8291709140332993,0.8726853740109307,0.8281481904326977,0.6824580207216864
"('esm2_pll', 'max_pident_cross_team_hamming', 'esm2_full_LL_car_target')",3,0.918177078032246,0.8767919319464889,0.8555124892334194,0.8784087348738775,0.8237700894532896,0.7135725746886381
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9181744343558899,0.8769835421272415,0.8401430030643514,0.8741013673953982,0.8244016905007618,0.6915145005370569
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9181744343558899,0.8769835421272415,0.8401430030643514,0.8741013673953982,0.8244016905007618,0.6915145005370569
"('esm2_binder_LL_car_target', 'gravy_score', 'esm2_full_LL_car')",3,0.9181736569951164,0.8870928347149512,0.7887134879725086,0.8829376815304617,0.841377368681123,0.6882485172532037
"('esmfold_plddt_binder_end', 'seq_kl_vs_human', 'boltz_rosetta_A_B_side1_normalized')",3,0.918163695932403,0.8732953055337005,0.7116812227074235,0.8751030309842269,0.8397699530516431,0.6847906403940887
"('esm2_pll', 'max_pident_cross_team_hamming', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9181580693106113,0.8803270257328817,0.845230404823428,0.8761475753867616,0.820911511119581,0.7308152713750858
"('boltz_rosetta_complex_normalized', 'aa_sequence_entropy', 'boltz_rosetta_A_B_side1_normalized')",3,0.9181539774874167,0.8718154059420778,0.7306768558951965,0.8737308456033869,0.8330657276995306,0.6680829228243022
"('boltz_rosetta_A_BC_complex_normalized', 'aa_sequence_entropy', 'boltz_rosetta_A_B_side1_normalized')",3,0.9181539774874167,0.8718154059420778,0.7306768558951965,0.8737308456033869,0.8330657276995306,0.6680829228243022
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.9181474430693191,0.8791887125220457,0.8250849617672047,0.8765966543744321,0.8339779923069506,0.6896064160215104
"('esm2_pll', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9181472811305788,0.875370506836977,0.833163091590058,0.8715958404978301,0.82338607957803,0.689312567132116
"('esm2_pll', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.9181472811305788,0.875370506836977,0.833163091590058,0.8715958404978301,0.82338607957803,0.689312567132116
"('esm2_full_LL_car_target', 'gravy_score', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9181242747994148,0.8803808985943775,0.7836807320793086,0.8807164359008969,0.8424742828714191,0.7468031032637774
"('max_pident_cross_team_hamming', 'boltz_sap_score', 'esm2_full_LL_car')",3,0.9181222156673184,0.8670996485943775,0.8128495170310117,0.8696767186582836,0.8233590942379416,0.7501203852327448
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.9181164018630046,0.8793009459676127,0.8268903993203058,0.8764256319811876,0.8334690510119898,0.6896991330953596
"('aa_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9181061627380823,0.8703729721629014,0.7276200873362446,0.873004945487243,0.8329671361502349,0.6674876847290641
"('esm2_binder_LL_car_target', 'aa_sequence_entropy', 'boltz_sap_score')",3,0.9180946747755288,0.8771492218875503,0.809735638027453,0.8728878732614093,0.8241625130941823,0.750521669341894
"('esm2_pll', 'esmfold_plddt_binder_end', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9180923809434438,0.8834098876218512,0.7861218776916451,0.8763308327569593,0.8307173010400606,0.7161959096350254
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9180915860773842,0.85980484437751,0.8186959837315708,0.8633454392501656,0.8262483120478837,0.6878945960406635
"('aa_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.9180893516689304,0.8660787771898881,0.8372982158028888,0.8754529421196087,0.8407013746772242,0.6331648973158407
"('esm2_binder_LL_target', 'max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.918087474863545,0.8854360703786427,0.8499785223367697,0.8679738331288127,0.8258064145436159,0.7053302683549448
"('esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9180814881748607,0.8774573782527122,0.8295107033639142,0.87387225711722,0.8289392135436204,0.6814576634512326
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9180814881748607,0.8774573782527122,0.8295107033639142,0.87387225711722,0.8289392135436204,0.6814576634512326
"('esm2_pll', 'esm2_full_LL_alone', 'max_pident_cross_team_hamming')",3,0.9180813125738844,0.8752519788840218,0.854812661498708,0.8765850284640077,0.8251445170157597,0.7460968341695744
"('esm2_pll', 'esm2_full_LL_alone', 'esmfold_plddt_binder_end')",3,0.9180808313404252,0.8802265297556766,0.8158914728682172,0.8758697335674299,0.8317336844476013,0.7142729796500522
"('esm2_pll', 'max_pident_cross_team_hamming', 'esm2_binder_LL_car')",3,0.9180791470233184,0.8756776089051259,0.8568044788975022,0.8774481115623578,0.8256353840023561,0.7233527748771107
"('aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9180764917406001,0.8653572764683876,0.8340059473237043,0.873977873977874,0.8389281160600444,0.6293403180195634
"('esm2_binder_LL_target', 'gravy_score', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9180599444604041,0.8884818094338456,0.7766323024054982,0.8844002248255689,0.8359591363004331,0.6886549232273714
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_B_complex_normalized', 'seq_kl_vs_human')",3,0.9180587367265479,0.8725740886441122,0.7454148471615721,0.8727661009328986,0.8321173708920188,0.6713875205254516
"('esm2_binder_LL_car_target', 'gravy_score', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9180534808005364,0.8882316762747227,0.7758805841924399,0.8838263899311104,0.8392773008813963,0.6845654631123077
"('esm2_full_LL_target', 'max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9180424686392799,0.8856302914198441,0.8498711340206184,0.8680621154202679,0.8259701681203387,0.7022060224285296
"('esm2_pll', 'esmfold_plddt_binder_end', 'esm2_full_LL_car')",3,0.9180413701967788,0.8803388487890235,0.7927433247200688,0.8755505110516018,0.8313987399155709,0.7147950997121972
"('esm2_full_LL_target', 'aa_sequence_entropy', 'boltz_sap_score')",3,0.9180398503834619,0.8788372238955825,0.800711743772242,0.8749941144527068,0.8247990680341266,0.7400214018191547
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'seq_kl_vs_human')",3,0.9180361381723913,0.8812142589920369,0.8319881053525914,0.8805355138688473,0.8382155982470989,0.6452412961846924
"('esm2_pll', 'esm2_binder_LL_car', 'esmfold_plddt_binder_end')",3,0.9180351141618105,0.8806817174171351,0.795165805340224,0.8767712415982407,0.8314911384071655,0.7142602450143902
"('max_pident_cross_team_hamming', 'boltz_sap_score', 'seq_kl_vs_human')",3,0.9180323860296125,0.8611006526104417,0.8131037112353838,0.8703107882866623,0.8189928217615268,0.7539593365436061
"('esm2_pll', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.9180317037143464,0.8757201646090534,0.8288020390824129,0.8764202875313987,0.8280186505171767,0.7449774497744978
"('esm2_binder_LL_car_target', 'aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized')",3,0.9180312602685419,0.879172679172679,0.8338997451146983,0.8770028325583881,0.8371762865500209,0.6609104816651986
"('esm2_pll', 'esm2_full_LL_alone', 'esmfold_plddt_binder_middle')",3,0.9180283768933829,0.8709720325606966,0.8111541774332472,0.8711818918072134,0.8286238977148699,0.7157374627511907
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_BC_side1_normalized', 'esm2_full_LL_car')",3,0.9180155685298939,0.8780773309405334,0.8251783893985728,0.8728974630883433,0.8299911927323732,0.6719006788138621
"('max_pident_cross_team_hamming', 'boltz_rosetta_side1_normalized', 'esm2_full_LL_car')",3,0.9180155685298939,0.8780773309405334,0.8251783893985728,0.8728974630883433,0.8299911927323732,0.6719006788138621
"('esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.9180130789905576,0.8709155042488377,0.8292268479184368,0.8726471059804393,0.8318565106984818,0.6921793148208243
"('esm2_binder_LL_car', 'esmfold_plddt_binder_end', 'seq_kl_vs_human')",3,0.9180115867088001,0.8935462702203232,0.7875322164948453,0.8770639664056454,0.8344422610634215,0.698713471088025
"('esm2_binder_LL_target', 'aa_sequence_entropy', 'boltz_sap_score')",3,0.9180025286142145,0.8788874246987952,0.8010294865277071,0.8748340275663341,0.8245611324497786,0.7379748528624933
"('esm2_pll', 'boltz_rosetta_A_B_complex_normalized', 'esm2_full_LL_car_target')",3,0.918001911508405,0.8655647512461206,0.7532822757111597,0.880372425467883,0.8421226415094341,0.6512713956550362
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.917996228049987,0.8687830687830688,0.8157391673746814,0.8797231575009351,0.83398360040731,0.743701881463259
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'seq_kl_vs_human')",3,0.9179855853506791,0.8810325476992145,0.8329439252336448,0.8801827801827802,0.837781658827185,0.646168466923184
"('aa_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized')",2,0.9179669946058743,0.8691225506725113,0.7292576419213974,0.8727754673860103,0.8346901408450705,0.6676724137931034
"('esm2_full_LL_target', 'gravy_score', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9179637077468161,0.8881316230110734,0.7758268900343643,0.8840882940624274,0.8359964836074052,0.6877278095988011
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9179624947644589,0.8850640345868341,0.8381753312945974,0.871376131821519,0.8273123154958981,0.6838156484458735
"('seq_kl_vs_human', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9179624947644589,0.8850640345868341,0.8381753312945974,0.871376131821519,0.8273123154958981,0.6838156484458735
"('boltz_rosetta_complex_normalized', 'boltz_sap_score', 'esm2_full_LL_car')",3,0.9179540435279248,0.8774614568888164,0.8216955487597689,0.8803736030671344,0.8287801934336927,0.7125223294033582
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_sap_score', 'esm2_full_LL_car')",3,0.9179540435279248,0.8774614568888164,0.8216955487597689,0.8803736030671344,0.8287801934336927,0.7125223294033582
"('esm2_pll', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9179530638570332,0.8780156182571632,0.7863372093023256,0.8735849279680304,0.8307173010400605,0.7014237322670198
"('esm2_binder_LL_target', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9179510010827725,0.8780447018517008,0.8006286102616378,0.8771922669059466,0.8380359793192308,0.6619685602000714
"('esm2_binder_LL_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9179510010827725,0.8780447018517008,0.8006286102616378,0.8771922669059466,0.8380359793192308,0.6619685602000714
"('esm2_pll', 'esmfold_plddt_binder_end')",2,0.9179468078220648,0.8804895927548313,0.788975021533161,0.8764165499139872,0.8313496532169111,0.7153808929526526
"('esm2_pll', 'aa_sequence_entropy', 'boltz_rosetta_A_B_side1_normalized')",3,0.9179367109561914,0.8712169660490925,0.725492341356674,0.8707655412395372,0.8259622641509434,0.6929517774851875
"('aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.917933258745749,0.8675164341831009,0.8405904842820731,0.8747047191491637,0.8402192197662085,0.637383524175977
"('esm2_full_LL_alone', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9179310561645517,0.8779508932213067,0.8247536527353041,0.8732645403377111,0.8274998776768385,0.7046445158985352
"('esm2_full_LL_alone', 'esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized')",3,0.9179310561645517,0.8779508932213067,0.8247536527353041,0.8732645403377111,0.8274998776768385,0.7046445158985352
"('esm2_pll', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.9179208212152733,0.8728016504986374,0.7784237726098191,0.8713355915370565,0.8296893678210704,0.706301097725594
"('esm2_pll', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9179200993650847,0.8801319453065423,0.7806847545219638,0.8748618180313429,0.8299579009372672,0.7157119934798666
"('esm2_full_LL_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9179182102850197,0.8781425891181989,0.799184505606524,0.8772901541724447,0.8383295549067897,0.6613254733833512
"('esm2_full_LL_target', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9179182102850197,0.8781425891181989,0.799184505606524,0.8772901541724447,0.8383295549067897,0.6613254733833512
"('esm2_pll', 'esmfold_plddt_binder_start', 'esm2_full_LL_car_target')",3,0.9179083091453366,0.8773387482930463,0.7927433247200688,0.8743209132128564,0.8302755207521239,0.7028754807324963
"('max_pident_cross_team_hamming', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9178971559896582,0.8865660837092687,0.8486898625429553,0.8694275481947743,0.8300352788407395,0.6748498202923583
"('esmfold_plddt_binder_end', 'seq_kl_vs_human', 'esm2_full_LL_car')",3,0.9178938044623194,0.8929253514370885,0.7883376288659794,0.8766725815801942,0.8336263660495742,0.7069812926250015
