SequenceID,logFC,logCPM,LR,PValue,FDR,2-fold threshold?,Significant
7252,1.034662589,4.462081684,11.75379513,0.000607193,0.004642369,Up,False
7257,-0.488628653,3.136238033,1.919896652,0.165868054,0.30228,Not Sig,False
7261,-0.410206688,6.758488798,3.114147973,0.077615062,0.175529051,Not Sig,False
7262,0.175404617,4.479342522,0.297342615,0.585553179,0.717231594,Not Sig,False
7264,0.416496147,3.884694071,1.812341616,0.178227586,0.317086886,Not Sig,False
7268,1.517541025,8.168569443,42.42919226,7.3288E-11,4.66714E-09,Up,False
7271,0.328549402,4.188711217,0.863985222,0.352625853,0.506704463,Not Sig,False
7274,0.684017761,2.709932457,3.655408329,0.055887454,0.138127353,Not Sig,False
7276,0.409711405,3.371660611,1.287204733,0.256563722,0.4099004,Not Sig,False
7277,0.678072633,4.527432751,4.664708709,0.030788646,0.088707751,Not Sig,False
7288,-0.065803062,4.634445886,0.048243993,0.826147524,0.894260402,Not Sig,False
7291,-0.679584631,3.859440453,4.151740381,0.041591754,0.111226929,Not Sig,False
7298,1.090559834,4.113793037,10.75544692,0.001039729,0.00695944,Up,False
7301,0.111324963,4.896548434,0.136189992,0.712098445,0.815859275,Not Sig,False
7302,0.747266647,3.253636674,3.470052865,0.062489314,0.150300806,Not Sig,False
7305,0.347122313,3.85238276,1.135270906,0.286653831,0.442314132,Not Sig,False
7313,0.414013819,3.802655956,0.755460927,0.384752758,0.538448406,Not Sig,False
7318,0.630416751,4.954125157,4.4068309,0.035795281,0.099717517,Not Sig,False
7320,-0.048165956,4.891583206,0.022956169,0.879571108,0.927339862,Not Sig,False
7322,0.697502339,2.772953985,3.296950694,0.069408619,0.161858429,Not Sig,False
7326,0.332846218,3.743032491,1.023681977,0.311647223,0.465796047,Not Sig,False
7329,-0.730811971,3.283254256,4.615005938,0.031693385,0.090738962,Not Sig,False
7337,-0.149104934,6.029158593,0.267614898,0.604936225,0.732894265,Not Sig,False
7338,0.634423316,6.7617299,5.377280683,0.020400652,0.064565743,Not Sig,False
7340,0.252897257,5.593009495,0.899701453,0.342861775,0.496337399,Not Sig,False
7345,0.969751543,7.888396701,16.14727651,5.86028E-05,0.000722096,Not Sig,False
7347,0.54991932,4.344894594,2.134677941,0.144000702,0.273778121,Not Sig,False
7350,0.202731985,2.524385739,0.286571343,0.592426119,0.72343935,Not Sig,False
7352,0.237380265,3.965982178,0.523153141,0.469499732,0.618077894,Not Sig,False
7356,-0.649939157,3.200197442,2.451801111,0.117390102,0.237428363,Not Sig,False
7357,0.651865138,2.811290718,2.581690956,0.108106121,0.222929038,Not Sig,False
7358,0.790082172,4.130009956,5.823583003,0.015812701,0.054232057,Not Sig,False
7366,0.240952018,3.551349507,0.486348054,0.485560892,0.632967426,Not Sig,False
7367,0.681648181,5.186686243,2.970319256,0.084805117,0.187070918,Not Sig,False
7369,0.653314933,3.325516383,3.573469448,0.058709528,0.143458117,Not Sig,False
7373,0.880484017,5.986823256,11.80706518,0.000590064,0.004529879,Not Sig,False
7378,1.589948213,3.786141783,20.77256353,5.17186E-06,9.0594E-05,Up,False
7383,1.307883169,3.30074445,11.55744169,0.000674786,0.005008708,Up,False
7389,-0.18423368,8.152473937,0.470848214,0.492597209,0.639222507,Not Sig,False
7390,-0.03158681,4.692695742,0.009242195,0.923412295,0.954133023,Not Sig,False
7391,0.321122245,3.347451527,0.93102472,0.334596794,0.487802301,Not Sig,False
7393,0.844764115,4.636014821,7.331941416,0.006773985,0.028884814,Not Sig,False
7397,0.314148341,4.531630936,1.141054435,0.28542963,0.441024377,Not Sig,False
7405,0.928189607,3.056537696,5.565634671,0.01831637,0.060055815,Not Sig,False
7407,0.247577564,5.898702357,1.0287587,0.310450392,0.464670096,Not Sig,False
7411,0.990340654,2.586281931,5.574675792,0.018222038,0.059809715,Not Sig,False
7414,-0.159051644,4.49336271,0.249656356,0.617317152,0.741315544,Not Sig,False
7419,0.045981578,8.530653216,0.031379842,0.859395624,0.915130768,Not Sig,False
7426,0.170547291,3.744671559,0.225952965,0.634541018,0.754388373,Not Sig,False
7427,0.751095327,3.31406285,3.618738931,0.057132164,0.140362543,Not Sig,False
7428,0.062248878,5.175193849,0.037186785,0.847085251,0.907125397,Not Sig,False
7433,0.85948773,3.321352523,5.47607419,0.019278509,0.06207177,Not Sig,False
7434,0.033108385,3.489807765,0.007230533,0.932235519,0.958830615,Not Sig,False
7440,0.295572569,7.235307556,1.716411123,0.190155668,0.332918994,Not Sig,False
7441,0.465030369,5.8187122,2.7792726,0.09549153,0.202893446,Not Sig,False
7443,0.13158856,2.830267272,0.156412478,0.692481172,0.8009789,Not Sig,False
7444,0.966210229,4.39418336,9.93256717,0.001623799,0.009726021,Not Sig,False
7454,-0.273669177,4.430687822,0.584916581,0.444391605,0.596431829,Not Sig,False
7455,0.701086095,3.697687595,3.961181756,0.046561005,0.120267888,Not Sig,False
7457,-0.495600806,4.241699226,2.283920589,0.130721058,0.255957842,Not Sig,False
7460,1.308739938,4.415758899,18.36441954,1.82433E-05,0.000262257,Up,False
7461,-0.238016927,4.633161585,0.634445764,0.425729252,0.578794718,Not Sig,False
7466,-0.667322398,4.383441183,3.42238441,0.064318052,0.153078313,Not Sig,False
7467,-0.368484975,3.777915685,1.094371382,0.295504677,0.450698775,Not Sig,False
7470,0.079538277,6.390876963,0.086832585,0.768243162,0.855307766,Not Sig,False
7472,1.917668469,5.701820018,32.57876271,1.14459E-08,4.20005E-07,Up,False
7477,-0.147546328,5.489824413,0.363367556,0.546641903,0.684583336,Not Sig,False
7478,1.000428129,3.811644933,7.080893233,0.007791016,0.032019292,Up,False
7482,0.063162856,3.565308257,0.039352459,0.842752034,0.904190262,Not Sig,False
7490,-0.14108168,4.794032214,0.224300262,0.635782689,0.75540074,Not Sig,False
7499,0.144777719,4.375566778,0.246014713,0.619895327,0.74326355,Not Sig,False
7500,1.835926465,4.632696657,26.43689745,2.72289E-07,6.97511E-06,Up,False
7505,0.049386239,2.949870063,0.016939154,0.896447351,0.937842406,Not Sig,False
7508,0.224281145,2.47784183,0.383171733,0.535910648,0.674865118,Not Sig,False
7509,0.5061059,2.922539448,2.389173631,0.122178199,0.243998314,Not Sig,False
7510,0.519438526,3.192812743,1.871564874,0.17129596,0.308133757,Not Sig,False
7518,0.673405521,4.333609797,2.394228967,0.121783782,0.24363565,Not Sig,False
7529,0.109088018,3.961160078,0.121505,0.727407893,0.826092897,Not Sig,False
7533,-0.569323744,5.44661088,4.380522777,0.036351846,0.100896734,Not Sig,False
7535,0.476319431,5.720256754,3.326965403,0.068152511,0.159749299,Not Sig,False
7542,0.059486669,5.505870247,0.028441202,0.866075729,0.920204944,Not Sig,False
7548,1.47908854,4.796820559,15.5156782,8.18238E-05,0.000953072,Up,False
7554,-0.039858591,4.527435809,0.017368434,0.895150905,0.937240054,Not Sig,False
7568,-0.956451808,3.730687392,8.951635242,0.002772213,0.014586765,Not Sig,False
7569,0.264284108,3.060238237,0.539975399,0.462442922,0.61222128,Not Sig,False
7571,0.812733029,4.758871329,6.377507891,0.011557561,0.042823936,Not Sig,False
7573,-0.005972064,3.013350894,0.000226665,0.987987987,0.993235489,Not Sig,False
7584,-0.439066443,2.895103513,1.053894801,0.304611781,0.4590059,Not Sig,False
7598,0.660657187,4.121578279,4.018389571,0.04500667,0.117365269,Not Sig,False
7602,-0.173008788,3.729740773,0.215045833,0.642840953,0.760868205,Not Sig,False
7607,0.927759667,5.011215681,10.14029737,0.001450628,0.008950375,Not Sig,False
7618,0.219310065,2.706114856,0.414730439,0.519578234,0.660523524,Not Sig,False
7632,1.721054782,2.97727822,15.87078525,6.78176E-05,0.000805068,Up,False
7640,0.076748888,8.097285633,0.117209627,0.732080803,0.829740284,Not Sig,False
7641,-0.758300685,8.678563933,8.782533077,0.003041286,0.015684556,Not Sig,False
7642,-0.488927894,7.919653894,4.473671726,0.034420948,0.096759215,Not Sig,False
7643,-0.397434764,7.371879197,2.580353061,0.108197527,0.223006033,Not Sig,False
7644,-0.262992621,8.094063454,1.337793623,0.247423442,0.399355825,Not Sig,False
7645,-0.582620818,9.338997219,6.179148023,0.01292645,0.046505192,Not Sig,False
7646,-0.523103373,8.8106069,5.146394122,0.023294699,0.071791079,Not Sig,False
7647,-0.196278903,8.841817997,0.58553302,0.44415169,0.596243819,Not Sig,False
7648,0.076063026,8.934388555,0.106884971,0.74371881,0.83749793,Not Sig,False
7649,0.129369956,8.594972378,0.271950245,0.602026522,0.731231501,Not Sig,False
7650,-0.593417559,9.300511295,6.352826017,0.011719446,0.043353044,Not Sig,False
7651,-0.680271089,9.126005114,8.177110922,0.004242227,0.020137261,Not Sig,False
7652,-0.295346255,9.273157523,1.542455503,0.214252678,0.362605802,Not Sig,False
7653,-0.869154479,5.000750634,3.717331465,0.05385037,0.134803974,Not Sig,False
7654,-0.448773242,8.609034985,3.568644383,0.05888036,0.143648685,Not Sig,False
7655,-0.593280506,8.306992762,6.240775662,0.012484179,0.045272589,Not Sig,False
7656,-0.480724271,9.584868469,4.11579652,0.042484515,0.112641823,Not Sig,False
7657,-0.124019564,8.162277351,0.179813639,0.671533445,0.783532345,Not Sig,False
7658,-0.676485138,8.891194063,7.53171332,0.006062223,0.026608034,Not Sig,False
7659,0.029060337,9.438381283,0.015936881,0.899540873,0.939238662,Not Sig,False
7660,-0.124779117,8.77727326,0.25360918,0.614545131,0.73932036,Not Sig,False
7661,0.306757407,9.298042134,1.687892072,0.193879074,0.337529895,Not Sig,False
7662,0.334479723,8.642464699,0.985844252,0.320760201,0.475040211,Not Sig,False
7663,-0.176018725,8.462016974,0.63592059,0.425191883,0.578195509,Not Sig,False
7664,-0.245851623,9.311519932,1.189664497,0.275397242,0.430798165,Not Sig,False
7665,0.249050118,9.164866966,1.094357726,0.295507691,0.450698775,Not Sig,False
7666,-0.032810592,8.475142611,0.022496326,0.880774277,0.927890527,Not Sig,False
7667,-0.255350621,9.126911651,1.167848578,0.279843741,0.43606351,Not Sig,False
7668,0.422674109,9.2637758,2.763059034,0.096463625,0.204321772,Not Sig,False
7669,-0.0910609,9.530468361,0.121633125,0.727269939,0.826073906,Not Sig,False
7670,-0.069322145,8.290586323,0.093229114,0.760111456,0.850476102,Not Sig,False
7671,0.468392625,10.24044139,3.115437723,0.077553639,0.17550664,Not Sig,False
7672,0.214394267,8.443944919,0.928076131,0.335363341,0.488387648,Not Sig,False
7673,0.246056568,9.416782464,1.185178646,0.276304242,0.431863342,Not Sig,False
7674,0.512433565,9.060169453,4.557892825,0.032767365,0.093240778,Not Sig,False
7675,-0.209730548,7.356150844,0.825910363,0.363457762,0.517532589,Not Sig,False
7676,-0.496190504,7.010827766,4.831935789,0.027937246,0.082053618,Not Sig,False
7677,-0.036357806,8.304644203,0.021968899,0.882169867,0.928685744,Not Sig,False
7678,-0.290482592,7.72313839,1.571499698,0.209989355,0.357433392,Not Sig,False
7679,-0.510250123,8.600916264,4.17972674,0.040910296,0.109922224,Not Sig,False
7680,-0.19992706,9.350873804,0.62949032,0.427542329,0.580564654,Not Sig,False
7681,-0.51382502,7.748934984,4.255153335,0.039131415,0.106404833,Not Sig,False
7682,-0.348296594,8.853193529,2.105338614,0.146785847,0.277524628,Not Sig,False
7683,0.366070096,8.1327174,2.363589027,0.124196161,0.246582937,Not Sig,False
7684,-0.402372313,8.361822047,3.103202964,0.07813842,0.176244686,Not Sig,False
7685,-0.575221941,10.24172409,5.544875112,0.018534879,0.060457955,Not Sig,False
7686,-0.32098113,6.153140347,1.226388742,0.268110493,0.423090528,Not Sig,False
7687,-0.40172707,7.827523059,3.025852401,0.081947249,0.182360729,Not Sig,False
7688,-0.6717558,6.845741819,6.298602569,0.012083319,0.04418994,Not Sig,False
7689,-0.736372381,8.549443503,9.951840892,0.001606886,0.009688536,Not Sig,False
7690,-0.597516788,9.061474085,5.529949433,0.018693646,0.060772186,Not Sig,False
7691,0.055543769,7.477729247,0.055076446,0.814454228,0.886775623,Not Sig,False
7692,-0.23556559,7.953437274,0.796803563,0.372050773,0.526136196,Not Sig,False
7693,-0.375124221,8.661786355,2.287387751,0.130429278,0.255606874,Not Sig,False
7694,0.075251727,8.76187504,0.083595497,0.77248277,0.857140139,Not Sig,False
7695,0.213587384,9.205623992,0.581989471,0.445533567,0.597493746,Not Sig,False
7696,-0.52248078,9.172448686,5.32243146,0.021052616,0.066290445,Not Sig,False
7697,0.639282731,10.15932468,6.539518322,0.010550391,0.039894764,Not Sig,False
7698,-0.07353464,10.03516636,0.101951945,0.74949968,0.842337262,Not Sig,False
7699,0.331908562,10.10930486,1.814591586,0.177958406,0.316773401,Not Sig,False
7700,0.148988327,8.673486181,0.328197896,0.566722164,0.700461604,Not Sig,False
7701,0.204760883,8.90603075,0.639524148,0.423883163,0.577651079,Not Sig,False
7702,-0.561184938,8.667595171,4.445409973,0.034995187,0.09796927,Not Sig,False
7703,-0.711312245,9.138668892,8.094432092,0.004440145,0.02084658,Not Sig,False
7704,0.58309727,7.759108049,5.905046465,0.015097567,0.052300368,Not Sig,False
7705,-0.028687979,10.09889875,0.010861337,0.916996558,0.950451824,Not Sig,False
7706,0.521048689,8.883587859,4.669581556,0.030701407,0.088507824,Not Sig,False
7707,-0.565490504,8.947579302,5.017271824,0.025095679,0.07589967,Not Sig,False
7708,0.836732022,8.62839267,12.62595864,0.000380427,0.00324434,Not Sig,False
7709,0.30055664,8.906280484,1.754469679,0.185315817,0.32654305,Not Sig,False
7710,-0.244307814,8.712972556,1.050168262,0.305468338,0.459651507,Not Sig,False
7711,-0.363021333,8.158646218,2.474774413,0.11568604,0.234888164,Not Sig,False
7712,-0.627319941,9.169320953,6.5708616,0.010366175,0.039438928,Not Sig,False
7713,-0.206615657,6.810343708,0.756218285,0.384514598,0.53844687,Not Sig,False
7714,-0.658798072,8.730361409,6.055378499,0.013864004,0.048947834,Not Sig,False
7715,0.09602398,8.387771701,0.172832535,0.677606616,0.788592909,Not Sig,False
7716,-0.172783022,7.407445003,0.553107174,0.457050876,0.606979582,Not Sig,False
7717,0.74908467,10.20834682,7.717370158,0.005469201,0.024421451,Not Sig,False
7718,0.915634096,11.3826472,14.21525173,0.000163044,0.001642749,Not Sig,False
7719,0.24645184,10.11797714,0.989342294,0.319903177,0.474389607,Not Sig,False
7720,-0.097834018,9.798490431,0.172492513,0.677906066,0.788633502,Not Sig,False
7721,-0.626545387,8.283115147,5.681848001,0.017141304,0.057537363,Not Sig,False
7722,-2.185286683,10.39100033,75.00486841,4.69555E-18,1.52359E-15,Down,False
7723,0.464765204,9.095474383,3.98872562,0.045805696,0.118948176,Not Sig,False
7724,-0.487170956,9.960038505,3.220301692,0.072730224,0.167941061,Not Sig,False
7725,-0.109649869,9.54783152,0.230557385,0.631110844,0.751816309,Not Sig,False
7726,0.089919316,9.748714942,0.134920338,0.713384037,0.816498225,Not Sig,False
7727,0.27767154,9.692243151,1.005015233,0.316100004,0.470696116,Not Sig,False
7728,1.148445099,11.54179521,25.35571367,4.76738E-07,1.13188E-05,Up,False
7729,-0.382319201,9.736150023,2.146620693,0.142884078,0.27250365,Not Sig,False
7730,-0.021216174,6.585827622,0.008649241,0.925902532,0.955540509,Not Sig,False
7731,-0.311790578,9.618962408,1.682401036,0.194605717,0.338449044,Not Sig,False
7732,-0.807710586,9.259987786,10.98028873,0.000920861,0.006325348,Not Sig,False
7733,0.852068629,9.471586195,7.743359528,0.005391041,0.024151581,Not Sig,False
7734,-0.702608677,9.497104622,7.657052661,0.005655081,0.025136154,Not Sig,False
7735,-0.337745415,8.892185238,1.478425769,0.224020988,0.374780017,Not Sig,False
7736,0.553425692,9.7066049,4.755765917,0.029200295,0.085066613,Not Sig,False
7737,0.422788294,9.022900893,3.11060504,0.07778406,0.17567802,Not Sig,False
7738,-0.62059535,8.757918811,6.960353981,0.008333554,0.033640308,Not Sig,False
7739,-0.595853516,8.295803529,5.945372568,0.014755972,0.051378229,Not Sig,False
7740,0.244049501,10.18781599,0.88712876,0.346256575,0.49965953,Not Sig,False
7741,0.246856251,9.848949113,0.949434853,0.329863192,0.483477693,Not Sig,False
7742,-0.416430638,9.109006417,2.872817825,0.090087015,0.195059714,Not Sig,False
7743,0.471493118,5.701767754,2.893352109,0.088945686,0.193284899,Not Sig,False
7744,-0.655679314,7.593368965,7.521139762,0.006097909,0.026720996,Not Sig,False
7745,-0.604626885,7.415124935,5.768144187,0.016319259,0.055378204,Not Sig,False
7746,-0.410139474,8.831562423,2.984476464,0.084066469,0.185621814,Not Sig,False
7747,0.587406756,8.647106118,6.281630215,0.012199582,0.044520103,Not Sig,False
7748,-0.44224854,9.242048533,3.641443317,0.056358057,0.1389377,Not Sig,False
7749,-0.436553167,7.310153497,3.482242442,0.062030628,0.14972159,Not Sig,False
7750,-0.182335183,8.788088021,0.655336477,0.418211186,0.573032581,Not Sig,False
7751,0.391443046,9.877014169,3.158859815,0.075515909,0.172153028,Not Sig,False
7752,-0.637287301,7.471878679,2.404184339,0.121011183,0.242806303,Not Sig,False
7753,-0.046164278,9.981081192,0.041874086,0.837859976,0.900669563,Not Sig,False
7754,-0.333295325,9.412555328,1.411580453,0.234794206,0.386352987,Not Sig,False
7755,-0.175324368,8.762316513,0.356937242,0.550212153,0.687864356,Not Sig,False
7756,0.090156888,8.307282738,0.148398221,0.700070799,0.807017835,Not Sig,False
7757,-0.250298091,9.65728011,0.797771479,0.371760497,0.5259917,Not Sig,False
7758,-0.067553429,10.7276717,0.081481088,0.77530023,0.859286884,Not Sig,False
7759,-0.474364248,7.556978351,3.599375091,0.057801295,0.141765496,Not Sig,False
7760,-0.56778858,8.752542224,5.0334136,0.024862848,0.075396282,Not Sig,False
7761,0.085852048,5.084842256,0.070499459,0.790610951,0.869697378,Not Sig,False
7762,-0.5559128,7.717413282,4.440787779,0.035090052,0.098194504,Not Sig,False
7763,-0.10631401,7.29264725,0.208519291,0.647930452,0.76463424,Not Sig,False
7764,-0.329117667,8.360437979,2.11808826,0.145568148,0.275834638,Not Sig,False
7765,-0.258511894,7.326262099,1.100800084,0.294090586,0.449614821,Not Sig,False
7766,-0.309698389,8.543732194,1.342251638,0.246637277,0.398678943,Not Sig,False
7767,0.009223615,9.409190751,0.00154154,0.968681143,0.981500863,Not Sig,False
7768,0.76026577,8.910248183,9.866043753,0.001683571,0.010037131,Not Sig,False
7769,-0.643594401,8.21230592,7.774302447,0.005299468,0.023866869,Not Sig,False
7770,-0.819372246,8.881731992,12.63323201,0.000378949,0.003235791,Not Sig,False
7771,-0.619197469,7.809702667,7.198508445,0.00729642,0.030486565,Not Sig,False
7772,-0.751745014,8.743749805,11.06910009,0.000877783,0.006113158,Not Sig,False
7773,-0.091195206,8.703112791,0.136901078,0.711381405,0.815503515,Not Sig,False
7774,-1.028441467,6.743877953,17.76841153,2.49491E-05,0.000348017,Down,False
7775,0.066851498,8.423895878,0.081111753,0.775796413,0.859417454,Not Sig,False
7776,-0.354972999,7.809036772,2.065541315,0.150661423,0.282889758,Not Sig,False
7777,-0.266900592,8.016951962,1.429729039,0.231808665,0.383151962,Not Sig,False
7778,-0.487488287,8.625587471,4.046904615,0.044252417,0.116154071,Not Sig,False
7779,-0.602823162,8.171211872,5.757041167,0.016422705,0.055673787,Not Sig,False
7780,-0.417480694,8.954050379,3.479338972,0.062139557,0.149780107,Not Sig,False
7781,-0.453778048,7.537104014,4.107552545,0.042692101,0.113104191,Not Sig,False
7782,-0.530317863,5.425861611,4.237565763,0.039538819,0.107209515,Not Sig,False
7783,-0.379161269,6.195428917,2.15013624,0.142557239,0.272216483,Not Sig,False
7784,0.04944643,8.043045669,0.043613197,0.834574918,0.898556552,Not Sig,False
7785,-0.091065906,9.565070337,0.109495702,0.740719004,0.835915749,Not Sig,False
7786,-0.805112562,8.724300753,10.85272014,0.000986507,0.006688618,Not Sig,False
7787,-0.530815446,9.533304604,4.649642829,0.03106001,0.089300804,Not Sig,False
7788,0.225682471,8.823855457,0.816364069,0.366245376,0.520240982,Not Sig,False
7789,-0.515961009,8.864460447,4.726388081,0.029703199,0.086163304,Not Sig,False
7790,-0.188439807,8.844984477,0.724459952,0.394684849,0.549077698,Not Sig,False
7791,-0.258036219,8.01866811,1.142843494,0.285052284,0.44056821,Not Sig,False
7792,0.362214911,8.795928799,2.246660999,0.133903057,0.260690122,Not Sig,False
7793,-0.005201346,7.71204744,0.000348993,0.985095311,0.991790699,Not Sig,False
7794,-0.173509554,7.287056237,0.527596193,0.467619227,0.616674552,Not Sig,False
7795,-0.394631675,8.374258264,2.788234819,0.094958776,0.202139674,Not Sig,False
7796,-0.203249736,6.998280918,0.772834803,0.37934151,0.532955267,Not Sig,False
7797,-0.076383469,6.819531107,0.11048594,0.739591577,0.835473642,Not Sig,False
7798,0.176804623,8.73597296,0.541348912,0.461874231,0.611930363,Not Sig,False
7799,0.337009216,7.522858296,2.140880249,0.143419577,0.272991311,Not Sig,False
7800,-0.133713736,8.136128628,0.288958637,0.590888634,0.722371791,Not Sig,False
7801,1.277924384,7.500129311,30.19674145,3.90365E-08,1.23495E-06,Up,False
7802,-0.154683822,6.329502524,0.35665073,0.550372244,0.687864356,Not Sig,False
7803,0.456095434,8.443884276,3.370593227,0.066369853,0.156431745,Not Sig,False
7804,-0.130854071,7.798884443,0.231561042,0.630368747,0.751720799,Not Sig,False
7805,-0.424827727,9.839170169,3.424200246,0.064247355,0.152963478,Not Sig,False
7806,0.198830547,8.598957178,0.772104368,0.379566836,0.533052023,Not Sig,False
7807,-0.305205589,9.479638741,1.855412541,0.173155194,0.310412915,Not Sig,False
7808,-0.230948627,9.238082795,0.88232516,0.347565627,0.501336194,Not Sig,False
7809,-0.265441722,8.983233434,1.261753458,0.261319446,0.41535589,Not Sig,False
7810,0.717527331,9.871264124,8.253845945,0.004066575,0.019486388,Not Sig,False
7811,-0.354825225,7.67355155,1.766060286,0.183870402,0.324667769,Not Sig,False
7812,-0.274703958,10.37934102,0.956676973,0.328025535,0.481924535,Not Sig,False
7813,-0.628456936,8.292481056,6.813286777,0.009048207,0.035845629,Not Sig,False
7814,-0.482678099,9.480701906,4.706444038,0.030049747,0.08702039,Not Sig,False
7815,1.053839048,8.541629162,20.54864791,5.81348E-06,9.92809E-05,Up,False
7816,-0.107483685,8.537863363,0.207843464,0.648462951,0.764950978,Not Sig,False
7817,-0.111120035,7.774942052,0.245186469,0.620485014,0.743578066,Not Sig,False
7818,0.099307741,8.093552691,0.18601776,0.666251877,0.778942361,Not Sig,False
7819,0.765835658,10.16296281,8.324101605,0.003912248,0.018987222,Not Sig,False
7820,-0.666857562,7.129491192,7.267388801,0.007021781,0.029626265,Not Sig,False
7821,-0.393775881,8.228993265,3.004152469,0.083051402,0.184156282,Not Sig,False
7822,-0.437909617,9.415510903,3.039117064,0.081280115,0.181409336,Not Sig,False
7823,-0.052436232,10.02714958,0.041792096,0.838016588,0.900669563,Not Sig,False
7824,-0.614025844,9.239489343,5.667685774,0.017280238,0.057781771,Not Sig,False
7825,-0.742364226,8.621987904,8.476336649,0.003597959,0.017867111,Not Sig,False
7826,-0.38692558,8.842597033,2.629687478,0.104882356,0.217488854,Not Sig,False
7827,-0.155146831,7.501629534,0.42539341,0.514258033,0.655962979,Not Sig,False
7828,-0.046795924,8.793399589,0.034314583,0.853039262,0.911067324,Not Sig,False
7829,-0.268629711,9.764595675,1.31351378,0.251759451,0.404024705,Not Sig,False
7830,-0.514227077,9.446476244,4.730321489,0.029635345,0.086039729,Not Sig,False
7831,-0.528871079,10.17776738,4.788992179,0.028642181,0.083693002,Not Sig,False
7832,-0.627890189,7.784358744,5.654057084,0.017415036,0.058047648,Not Sig,False
7833,-0.509439919,9.204736118,4.413678779,0.035651878,0.099439989,Not Sig,False
7834,-0.642742108,7.769309523,6.807683576,0.009076644,0.035869854,Not Sig,False
7835,-0.469048873,9.401969769,3.565239419,0.059001232,0.14384057,Not Sig,False
7836,-0.199111343,9.308667377,0.758921775,0.383666161,0.537479692,Not Sig,False
7837,-0.398114473,9.414707021,2.356459366,0.124765078,0.247568212,Not Sig,False
7838,0.013165184,8.780058101,0.003431409,0.953288054,0.972149577,Not Sig,False
7839,-0.301190193,8.021475031,1.56730964,0.21059815,0.35793418,Not Sig,False
7840,-0.172521238,6.040896414,0.530753624,0.466290193,0.615768166,Not Sig,False
7841,-0.132033326,5.317964177,0.133036874,0.715303853,0.817798734,Not Sig,False
7842,0.235105679,9.475035458,0.947578809,0.330336357,0.483858972,Not Sig,False
7843,-0.332515958,9.17434015,2.20161006,0.137866671,0.26589966,Not Sig,False
7844,-0.22770938,8.105876236,0.876810334,0.349076794,0.503089948,Not Sig,False
7845,0.555677547,7.68645235,5.262952164,0.021784038,0.068183937,Not Sig,False
7846,-0.660258965,9.114415184,7.247433044,0.007100244,0.029864854,Not Sig,False
7847,-0.578993324,9.453170839,6.155680033,0.013099074,0.046959142,Not Sig,False
7848,-0.126216742,8.923256196,0.288284387,0.591322039,0.722501169,Not Sig,False
7849,-0.21288828,8.942714857,0.694748686,0.404553858,0.559721825,Not Sig,False
7850,-0.355124255,7.471822787,2.477154351,0.115511074,0.234672766,Not Sig,False
7851,-0.272957111,6.778276343,1.361495334,0.243278495,0.395443623,Not Sig,False
7852,-0.31066508,8.29751788,1.777977605,0.182397861,0.322652914,Not Sig,False
7853,0.066564145,9.188812819,0.070355668,0.79081963,0.869697378,Not Sig,False
7854,-0.379839461,8.631133713,2.905792671,0.088261852,0.192638136,Not Sig,False
7855,-0.518150652,10.05607075,4.008119989,0.045281616,0.11790177,Not Sig,False
7856,-0.432152011,7.931970745,2.294868882,0.129802172,0.254524316,Not Sig,False
7857,-0.524219188,8.158397554,4.807841299,0.028330513,0.083029728,Not Sig,False
7858,0.081409306,8.824739953,0.12390999,0.724831882,0.824353423,Not Sig,False
7859,-0.262963962,8.487786659,1.072398891,0.300404221,0.45522522,Not Sig,False
7860,-0.379762512,7.544823019,2.253504019,0.13331223,0.259985557,Not Sig,False
7861,0.035691138,6.246866425,0.020542521,0.886032229,0.931333059,Not Sig,False
7862,-0.556655689,9.7904142,4.762146432,0.029092247,0.084788097,Not Sig,False
7863,-0.278407793,7.937323464,1.160770011,0.281305904,0.437437725,Not Sig,False
7864,-0.933803901,9.644315485,13.46238231,0.000243395,0.002281279,Not Sig,False
7865,-0.411141313,7.868245491,2.724361732,0.098827622,0.208357492,Not Sig,False
7866,-0.604652639,7.443623708,7.01758961,0.008071281,0.032840985,Not Sig,False
7867,-0.476757662,8.41002204,4.126245949,0.042222918,0.112153625,Not Sig,False
7868,-0.12396418,9.147060163,0.290484701,0.58991009,0.721401176,Not Sig,False
7869,-0.218812473,7.547106384,0.734029157,0.391580291,0.546208415,Not Sig,False
7870,-0.415536596,6.726141012,3.060110214,0.080236227,0.179549967,Not Sig,False
7871,-0.233597282,8.510763516,0.87028942,0.350875197,0.505040895,Not Sig,False
7872,-0.536680383,8.909678214,4.669309763,0.030706266,0.088507824,Not Sig,False
7873,0.061091946,9.038273759,0.069501051,0.792064639,0.870600113,Not Sig,False
7874,0.37347354,9.448242449,2.842743674,0.091787365,0.197486297,Not Sig,False
7875,0.279530667,9.689130613,1.481721727,0.223505336,0.374369833,Not Sig,False
7876,0.001466392,8.948057543,3.42047E-05,0.995333618,0.99752953,Not Sig,False
7877,-0.628686365,8.868160842,4.985514214,0.025560388,0.076793863,Not Sig,False
7878,0.258244192,10.91579798,0.986614687,0.320571185,0.474863489,Not Sig,False
7879,-0.082009719,8.759721896,0.099281435,0.75269365,0.844812144,Not Sig,False
7880,-0.103575371,9.392855494,0.231300712,0.630561043,0.751726729,Not Sig,False
7881,0.192393034,8.111838088,0.597833683,0.43940577,0.592189659,Not Sig,False
